Year,rainfall_11,nino12_05,nino12_06,nino12_07,nino12_08,nino12_09,nino12_10,nino3_05,nino3_06,nino3_07,nino3_08,nino3_09,nino3_10,rainfall_05,rainfall_06,rainfall_07,rainfall_08,rainfall_09,rainfall_10,nino4_05,nino4_06,nino4_07,nino4_08,nino4_09,nino4_10,nino34_05,nino34_06,nino34_07,nino34_08,nino34_09,nino34_10,tsa_05,tsa_06,tsa_07,tsa_08,tsa_09,tsa_10
1960,69.12,-0.74,-1.04,-1.12,-0.67,-0.05,-0.38,-0.27,-0.53,-0.32,-0.08,-0.17,-0.64,-103.05,70.04,-0.74,6.07,10.79,114.93,-0.24,-0.37,-0.44,-0.39,-0.33,-0.2,-0.13,-0.38,-0.32,-0.01,-0.21,-0.36,-0.06,-0.29,0.03,-0.06,-0.08,-0.13
1961,-24.88,-0.58,-0.76,-1.12,-0.89,-0.9,-0.63,0.02,-0.03,-0.63,-0.79,-1.15,-1.04,95.85,-7.96,-35.64,-46.23,-21.51,11.93,-0.36,-0.05,-0.32,-0.4,-0.37,-0.61,-0.07,0.13,-0.1,-0.5,-0.73,-0.8,-0.04,-0.16,-0.26,-0.23,0.0,-0.05
1962,-63.18,-1.06,-0.99,-0.94,-0.67,-0.51,-0.71,-0.73,-0.61,-0.51,-0.33,-0.69,-0.65,28.85,2.34,-21.34,-19.13,-60.41,14.33,-0.44,-0.31,-0.4,-0.44,-0.44,-0.47,-0.59,-0.4,-0.31,-0.39,-0.68,-0.56,0.11,0.02,-0.14,-0.07,-0.11,-0.0
1963,68.82,-0.37,-0.5,-0.12,0.27,0.25,0.1,-0.04,0.21,0.6,0.64,0.53,0.58,11.65,16.24,-21.94,-47.73,-27.91,-26.77,-0.22,-0.32,-0.03,0.29,0.52,0.57,-0.2,0.03,0.6,0.69,0.75,0.79,0.35,0.39,0.38,0.41,0.38,0.42
1964,60.22,-2.06,-1.53,-1.65,-1.33,-0.92,-1.21,-1.37,-1.26,-0.93,-1.36,-0.96,-0.98,36.45,19.74,-7.04,39.47,-32.51,24.13,-0.27,-0.55,-0.7,-0.88,-1.26,-1.18,-0.78,-0.92,-0.9,-1.06,-1.18,-1.13,-0.29,-0.2,-0.25,-0.25,-0.71,-0.82
1965,-93.98,1.48,1.21,1.13,1.32,0.47,0.42,0.5,0.67,0.8,1.03,1.03,1.21,37.25,-41.96,-22.94,-49.73,-59.61,27.53,-0.09,0.22,0.27,0.51,0.46,0.67,0.18,0.5,0.76,1.09,1.23,1.47,0.08,-0.23,-0.44,-0.25,-0.06,-0.2
1966,147.72,-1.19,-1.17,-1.07,-0.82,-0.75,-0.4,-0.66,-0.44,-0.31,-0.54,-0.68,-0.51,127.45,55.44,53.56,57.27,30.19,-81.57,0.22,0.29,0.35,0.11,0.15,0.09,-0.13,0.16,0.09,-0.22,-0.24,-0.26,0.06,0.56,0.23,-0.1,-0.1,-0.08
1967,-38.88,-0.36,-0.74,-0.69,-0.8,-1.36,-1.43,-0.31,-0.05,-0.4,-0.75,-1.17,-1.11,-27.35,18.24,-34.44,-50.53,-66.51,-99.87,-0.08,-0.18,-0.16,-0.23,-0.32,-0.21,-0.36,-0.02,-0.17,-0.3,-0.72,-0.59,-0.44,-0.67,-0.67,-0.44,-0.38,-0.64
1968,95.02,-1.4,-1.03,-0.45,0.0,0.47,-0.09,-0.81,-0.09,0.28,0.2,0.07,0.13,195.65,21.94,33.86,-11.23,169.59,-73.57,-0.41,0.05,-0.07,0.06,0.05,0.14,-0.48,0.32,0.38,0.19,0.06,0.06,-0.08,0.02,0.19,0.16,0.26,0.41
1969,-58.38,1.53,1.17,0.56,0.06,0.2,0.79,0.77,0.51,0.16,0.39,0.54,0.69,90.15,-9.26,18.96,-1.73,-46.91,-29.27,0.31,0.16,0.02,0.24,0.47,0.61,0.52,0.31,0.08,0.37,0.54,0.73,0.13,-0.11,-0.2,-0.03,-0.12,-0.09
1970,8.82,-1.12,-1.41,-1.83,-1.62,-1.25,-0.87,-0.52,-1.05,-1.64,-1.6,-1.14,-1.2,-47.15,25.84,-0.23,-10.43,22.99,-12.27,0.18,0.06,0.06,-0.32,-0.64,-0.73,-0.02,-0.44,-0.78,-1.09,-0.98,-1.06,-0.26,-0.39,-0.16,-0.28,-0.25,-0.42
1971,91.12,-0.73,-1.19,-0.75,-1.08,-1.14,-1.08,-0.78,-0.96,-0.87,-1.05,-0.85,-1.15,84.75,40.24,-32.54,-44.63,-32.71,71.23,-0.86,-0.75,-0.82,-0.86,-1.04,-0.9,-0.74,-0.93,-0.87,-0.82,-0.85,-1.0,0.18,0.11,-0.28,-0.24,-0.19,-0.41
1972,-96.98,0.86,1.71,2.07,2.42,1.38,1.51,0.41,0.71,1.29,1.65,1.45,1.81,-64.85,19.34,5.06,-7.43,-0.81,-16.87,0.4,0.37,0.34,0.24,0.4,0.58,0.49,0.63,0.97,1.19,1.29,1.68,-0.1,0.03,0.2,0.22,0.2,0.26
1973,137.92,-0.58,-0.98,-0.91,-1.33,-1.13,-1.06,-0.87,-0.97,-1.33,-1.34,-1.37,-1.52,208.25,-18.76,74.66,55.47,12.89,70.73,-0.31,-0.49,-0.61,-0.8,-0.99,-1.29,-0.63,-0.81,-1.19,-1.27,-1.49,-1.78,0.86,0.69,0.62,0.54,0.72,0.64
1974,24.12,0.07,-0.47,-0.36,-0.35,-0.47,-0.9,-0.57,-0.57,-0.36,-0.19,-0.43,-0.76,26.15,65.94,-2.64,-26.43,-4.81,-86.67,-0.98,-0.87,-0.77,-0.49,-0.72,-0.89,-1.01,-0.95,-0.71,-0.38,-0.44,-0.75,0.42,0.37,0.53,0.38,0.11,0.08
1975,-70.88,-0.6,-0.96,-0.7,-0.8,-1.29,-1.61,-0.73,-1.08,-0.92,-0.89,-1.17,-1.37,14.65,-8.36,134.56,3.47,-36.81,-56.07,-0.67,-0.91,-1.04,-1.22,-1.6,-1.69,-0.73,-1.11,-1.03,-1.25,-1.45,-1.61,-0.03,0.11,-0.03,-0.06,-0.27,-0.21
1976,-13.78,0.72,1.25,1.48,0.99,0.93,0.54,-0.15,0.38,0.47,0.74,0.75,0.96,-141.45,-44.46,-36.04,-15.73,-43.71,11.93,-0.43,-0.43,-0.31,-0.12,-0.08,0.33,-0.45,-0.22,-0.02,0.17,0.34,0.83,-0.77,-0.66,-0.72,-0.52,-0.35,-0.38
1977,-86.08,-0.39,-0.02,-0.18,-0.62,-0.76,-0.46,-0.04,0.08,-0.09,-0.3,0.0,0.32,8.65,-27.76,-51.24,-10.23,3.79,79.73,0.01,0.11,0.35,0.32,0.48,0.45,0.16,0.34,0.33,0.12,0.39,0.65,-0.12,-0.15,-0.19,-0.03,0.0,-0.12
1978,-125.08,-0.87,-0.85,-0.71,-0.93,-0.63,-0.76,-0.76,-0.68,-0.61,-0.81,-0.59,-0.28,36.85,-16.86,39.86,-2.73,87.79,4.53,-0.07,-0.22,-0.3,-0.37,-0.25,-0.33,-0.38,-0.44,-0.41,-0.62,-0.57,-0.37,-0.71,-0.53,-0.13,-0.24,-0.38,-0.41
1979,-20.88,0.26,0.33,0.07,0.17,0.38,0.51,0.28,0.18,-0.02,0.24,0.71,0.58,51.15,-24.26,-55.74,37.87,9.99,142.13,0.01,-0.02,0.01,-0.05,0.11,0.16,0.09,-0.0,-0.13,0.06,0.45,0.25,-0.0,0.04,0.09,0.23,0.26,0.02
1980,109.02,0.23,0.0,-0.65,-0.25,-0.22,-0.19,0.25,0.38,0.03,-0.08,-0.01,-0.23,-165.65,7.64,-10.84,58.47,-13.41,62.23,0.41,0.34,0.31,0.02,0.03,0.19,0.36,0.45,0.29,-0.05,-0.06,-0.1,-0.11,-0.14,-0.11,-0.01,0.08,-0.06
1981,166.32,-0.34,-0.18,-0.59,-0.67,-0.31,-0.14,-0.23,-0.13,-0.31,-0.49,-0.1,-0.02,2.85,57.14,14.66,170.67,124.49,-43.47,-0.32,-0.32,-0.37,-0.39,-0.2,-0.08,-0.27,-0.17,-0.39,-0.34,-0.12,-0.14,-0.47,-0.28,-0.28,0.08,0.17,0.32
1982,-47.98,0.07,0.46,0.62,1.01,1.53,1.89,0.68,0.78,0.61,1.02,1.82,2.29,28.45,-70.26,-0.84,-41.63,18.69,-65.47,0.55,0.61,0.35,0.36,0.5,0.77,0.67,0.74,0.58,0.88,1.54,2.0,-0.44,-0.51,-0.49,-0.61,-0.34,-0.14
1983,-101.28,4.01,4.28,3.99,3.1,1.74,1.35,1.89,1.68,1.08,0.94,0.41,-0.19,-60.15,-6.76,65.46,81.47,25.99,84.73,0.34,0.19,0.03,-0.08,-0.33,-0.52,1.1,0.74,0.07,-0.03,-0.27,-0.78,-0.52,-0.51,-0.36,-0.12,0.01,-0.11
1984,-70.38,-0.48,-0.5,-0.17,-0.18,0.15,-0.13,-0.57,-0.8,-0.49,-0.22,-0.21,-0.49,40.25,-11.96,24.36,9.67,62.29,12.13,-0.5,-0.42,-0.32,-0.3,-0.16,-0.36,-0.37,-0.52,-0.22,-0.11,-0.22,-0.49,0.19,0.4,0.5,0.73,0.81,0.56
1985,-33.88,-1.24,-0.73,-0.93,-0.87,-0.74,-0.61,-0.66,-0.67,-0.77,-0.68,-0.69,-0.58,114.75,44.74,34.76,9.97,-7.31,50.63,-0.66,-0.65,-0.26,-0.18,-0.23,-0.06,-0.68,-0.62,-0.38,-0.34,-0.51,-0.29,0.17,-0.02,0.22,0.06,-0.01,0.24
1986,151.02,-0.81,-0.79,-0.33,0.14,0.52,0.41,-0.33,-0.2,0.05,0.23,0.37,0.59,-28.05,-3.36,115.26,-51.53,-2.11,103.53,-0.02,0.08,0.2,0.47,0.54,0.57,-0.15,-0.02,0.09,0.43,0.68,0.89,0.19,0.35,0.14,0.17,0.27,0.11
1987,-42.48,1.59,1.19,1.3,1.09,1.28,1.71,1.08,1.07,1.3,1.56,1.72,1.34,-63.85,-77.96,-47.94,23.67,-8.61,-64.77,0.55,0.73,0.74,0.8,0.98,1.03,0.81,1.02,1.36,1.63,1.69,1.4,0.21,0.36,0.45,0.39,0.29,0.39
1988,56.12,-0.57,-1.09,-1.12,-1.1,-0.9,-0.88,-0.93,-1.56,-1.65,-1.26,-0.88,-1.29,66.05,122.94,13.66,-17.53,37.39,0.43,-0.35,-0.56,-0.58,-0.29,-0.49,-1.26,-0.83,-1.32,-1.43,-1.06,-0.89,-1.66,0.64,0.67,0.41,0.46,0.27,0.34
1989,155.62,-0.8,-0.75,-0.49,-0.17,-0.45,-0.17,-0.48,-0.05,-0.24,-0.22,-0.13,-0.23,323.45,78.34,88.86,-37.33,63.19,74.53,-0.39,-0.6,-0.47,-0.39,-0.17,-0.15,-0.6,-0.38,-0.32,-0.32,-0.19,-0.26,0.26,0.25,0.21,0.35,0.18,0.25
1990,-53.88,-0.19,-0.18,-0.45,-0.2,-0.48,-0.46,0.38,0.22,0.22,0.24,0.27,0.07,12.95,-16.86,45.46,19.17,-50.41,-55.07,0.2,0.22,0.41,0.55,0.51,0.63,0.26,0.13,0.33,0.33,0.34,0.41,-0.13,0.02,-0.16,-0.17,-0.1,0.07
1991,-132.88,-0.03,0.16,0.67,0.55,0.73,0.83,0.51,0.83,0.98,0.76,0.47,0.77,90.55,31.74,105.26,2.27,-34.21,-31.67,0.67,0.64,0.76,0.77,0.68,0.91,0.5,0.68,0.91,0.93,0.66,1.04,0.42,0.38,0.0,-0.37,-0.39,-0.39
1992,-99.58,2.07,1.09,0.33,0.17,0.42,0.38,1.33,0.84,0.23,0.16,0.1,-0.04,-112.85,-45.16,21.66,47.17,16.79,-23.67,0.59,0.49,0.59,0.51,0.36,0.26,1.21,0.92,0.58,0.31,0.17,-0.0,-0.73,-0.86,-0.65,-0.7,-0.59,-0.55
1993,85.52,1.18,1.11,0.84,0.61,0.42,0.69,1.25,0.67,0.4,0.3,0.36,0.36,-134.85,-44.66,-34.04,-5.43,-51.31,-11.27,0.33,0.36,0.41,0.42,0.52,0.27,1.08,0.69,0.41,0.24,0.5,0.36,-0.04,-0.09,0.0,0.0,0.41,0.66
1994,36.52,-0.47,-0.43,-0.46,-0.54,-0.03,0.9,0.21,0.17,-0.03,-0.03,0.08,0.62,-57.45,19.04,-35.64,43.57,-10.61,-19.27,0.42,0.51,0.76,0.98,0.81,0.9,0.57,0.49,0.46,0.65,0.44,0.77,0.04,-0.24,-0.31,-0.21,-0.18,-0.08
1995,141.22,-0.66,-0.43,-0.48,-0.3,-0.15,-0.28,-0.25,-0.09,-0.18,-0.6,-0.78,-0.7,-14.15,0.84,8.26,-18.93,-0.81,-30.07,0.61,0.4,0.31,0.15,-0.02,-0.09,0.21,0.18,0.02,-0.29,-0.58,-0.71,0.52,0.58,0.3,-0.11,-0.07,-0.08
1996,-7.78,-0.84,-1.27,-0.85,-0.67,-0.34,-0.37,-0.35,-0.4,-0.29,-0.17,-0.27,-0.34,-104.15,78.94,-51.74,11.87,40.79,74.93,-0.13,-0.06,-0.06,0.09,-0.0,-0.01,-0.04,-0.05,-0.08,0.0,-0.19,-0.19,0.7,0.81,0.61,0.31,0.1,0.09
1997,11.52,2.14,2.96,3.51,3.79,3.89,3.78,0.84,1.57,2.06,2.53,2.76,3.09,20.55,-96.66,-68.64,58.37,-32.71,-50.17,0.76,0.59,0.8,0.81,0.91,0.86,0.73,1.23,1.57,1.91,2.16,2.41,-0.61,-0.73,-0.32,-0.13,0.18,0.66
1998,-17.18,2.92,2.37,1.56,1.2,0.62,0.67,1.62,0.66,0.03,-0.3,-0.65,-0.56,41.75,61.04,23.36,-11.33,42.39,-37.57,0.15,-0.13,-0.24,-0.44,-0.45,-0.87,0.84,-0.02,-0.63,-0.97,-0.97,-1.12,0.47,0.6,0.8,0.55,0.38,0.18
1999,32.72,-0.42,-0.55,-0.07,-0.05,-0.79,-0.67,-0.48,-0.64,-0.57,-0.62,-0.82,-1.03,213.75,43.14,-43.34,-12.53,25.59,21.23,-0.55,-0.56,-0.64,-0.58,-0.49,-0.53,-0.74,-0.89,-0.82,-0.94,-0.81,-0.97,0.46,0.43,0.59,0.51,0.21,0.25
2000,-1.08,-0.05,-0.24,-0.21,-0.6,-0.06,-0.11,-0.17,-0.39,-0.45,-0.38,-0.25,-0.3,-59.05,-57.96,-27.84,86.87,144.89,-63.87,-0.76,-0.51,-0.28,-0.24,-0.18,-0.3,-0.57,-0.52,-0.43,-0.36,-0.35,-0.59,0.22,0.14,0.1,0.16,-0.01,0.07
2001,-115.78,-0.2,-0.21,-0.37,-0.61,-0.65,-0.76,0.16,0.05,0.01,-0.07,-0.38,-0.28,-0.05,57.94,-38.04,-38.23,14.99,-82.97,-0.05,0.24,0.47,0.51,0.61,0.55,-0.04,0.07,0.2,0.09,0.02,0.03,0.4,0.3,0.1,0.1,0.08,0.17
2002,-89.58,0.88,0.7,0.08,-0.07,0.25,0.67,0.53,0.82,0.67,0.7,0.93,1.06,31.25,52.94,-65.24,-17.73,-13.11,105.03,0.86,0.87,0.95,0.94,0.88,0.94,0.56,0.91,0.91,1.03,1.17,1.34,0.42,0.27,0.42,-0.03,-0.11,0.11
2003,-51.18,-1.16,-0.79,-0.58,0.12,-0.17,0.36,-0.47,-0.15,0.37,0.4,0.27,0.54,-12.05,4.54,24.36,65.17,-12.31,-14.17,0.29,0.42,0.52,0.54,0.58,0.72,-0.22,0.06,0.39,0.39,0.41,0.59,0.3,0.04,0.35,0.45,0.46,0.5
2004,-157.48,-0.55,-0.41,-0.74,-0.36,0.07,0.42,0.01,0.09,0.3,0.41,0.52,0.65,191.25,14.04,-9.04,88.17,38.79,-45.07,0.39,0.46,0.67,0.83,0.99,1.01,0.34,0.34,0.72,0.91,0.96,0.9,-0.19,-0.14,0.03,0.18,0.3,0.11
2005,40.82,0.02,-0.4,-0.18,-0.27,-0.53,-0.83,0.59,0.44,0.35,0.36,0.07,-0.05,-6.15,-52.66,-16.24,-36.93,-27.31,-35.87,0.5,0.42,0.23,0.39,0.46,0.45,0.62,0.37,0.04,0.23,0.21,0.14,-0.13,-0.32,-0.37,-0.03,-0.12,-0.03
2006,123.22,-0.08,0.02,0.2,0.86,1.08,1.18,0.29,0.28,0.19,0.56,0.96,1.13,150.45,-19.16,2.96,-36.43,-40.41,-45.07,0.21,0.45,0.54,0.71,0.89,0.91,0.17,0.26,0.24,0.51,0.76,0.86,0.17,0.35,0.25,0.29,0.24,0.2
2007,55.42,-0.98,-1.14,-0.61,-0.71,-0.55,-1.2,-0.39,-0.34,-0.47,-0.75,-0.88,-0.92,-66.35,-5.96,53.46,80.17,-1.51,-82.57,0.29,0.24,0.23,0.11,-0.17,-0.34,-0.08,-0.01,-0.18,-0.34,-0.68,-0.93,0.21,0.37,0.18,0.11,0.24,0.08
2008,67.06,0.2,0.26,0.96,0.95,0.8,0.34,0.03,0.06,0.36,0.55,0.45,0.37,31.11,75.94,6.5,20.23,11.5,14.04,-0.66,-0.64,-0.5,-0.35,-0.3,-0.26,-0.54,-0.39,-0.13,0.01,-0.06,-0.13,0.75,0.64,0.61,0.47,0.25,0.24
2009,-81.44,0.63,0.96,1.13,0.83,0.54,0.32,0.57,0.78,0.84,0.94,0.88,0.92,-118.99,39.04,-48.6,-32.78,-40.3,-122.16,0.26,0.47,0.59,0.79,0.95,1.21,0.37,0.56,0.68,0.72,0.81,1.09,0.72,0.53,0.34,0.2,0.16,0.42
2010,-73.14,0.53,0.22,-0.63,-1.09,-1.03,-0.97,0.29,-0.23,-0.56,-0.72,-0.87,-0.89,-67.89,-7.66,26.9,16.62,-17.9,-31.26,0.48,0.09,-0.32,-0.76,-0.95,-1.03,0.18,-0.31,-0.66,-0.99,-1.24,-1.21,0.55,0.79,0.55,0.44,0.2,0.4
2011,59.06,0.26,0.53,0.23,-0.22,-0.53,-0.47,0.0,0.2,0.06,-0.15,-0.39,-0.69,-10.59,-5.46,-53.5,26.12,-3.0,135.54,-0.13,-0.08,-0.07,-0.23,-0.46,-0.46,-0.17,0.01,-0.08,-0.35,-0.61,-0.7,0.23,0.14,0.22,0.16,0.21,0.25
2012,70.76,1.19,1.43,0.66,0.62,0.68,0.08,0.33,0.44,0.66,0.65,0.68,0.41,-65.19,-41.36,9.3,-11.57,45.8,33.14,-0.11,0.06,0.15,0.35,0.57,0.63,-0.15,0.04,0.28,0.46,0.68,0.61,-0.11,-0.02,-0.08,-0.12,-0.01,-0.0
2013,98.46,-0.81,-1.31,-1.22,-0.6,-0.35,-0.29,-0.18,-0.44,-0.33,-0.3,-0.14,0.05,5.41,-94.46,93.4,14.83,76.5,44.84,-0.05,0.07,0.05,0.22,0.26,0.28,0.04,-0.1,-0.08,0.0,0.02,-0.0,0.41,0.22,0.18,0.21,0.0,0.01
2014,-17.74,0.9,1.36,1.27,1.12,0.84,0.77,0.61,0.66,0.62,0.35,0.47,0.8,178.31,84.94,-7.6,-5.97,-43.9,42.74,0.41,0.29,0.39,0.57,0.69,0.71,0.22,0.09,0.1,0.11,0.34,0.58,0.41,0.41,0.12,0.2,0.23,0.13
2015,-123.04,1.42,2.17,2.45,1.92,2.33,2.19,1.13,1.42,1.72,2.0,2.23,2.45,47.81,-50.96,-26.4,-27.48,-28.7,-116.86,1.08,1.01,0.92,1.03,1.08,1.16,1.03,1.11,1.32,1.68,1.93,2.2,0.39,0.32,0.02,-0.15,-0.07,0.25
