Year,rainfall_10,nino12_04,nino12_05,nino12_06,nino12_07,nino12_08,nino12_09,nino3_04,nino3_05,nino3_06,nino3_07,nino3_08,nino3_09,rainfall_04,rainfall_05,rainfall_06,rainfall_07,rainfall_08,rainfall_09,nino4_04,nino4_05,nino4_06,nino4_07,nino4_08,nino4_09,nino34_04,nino34_05,nino34_06,nino34_07,nino34_08,nino34_09,tsa_04,tsa_05,tsa_06,tsa_07,tsa_08,tsa_09
1960,114.93,-0.85,-0.74,-1.04,-1.12,-0.67,-0.05,-0.11,-0.27,-0.53,-0.32,-0.08,-0.17,100.27,-103.05,70.04,-0.74,6.07,10.79,-0.38,-0.24,-0.37,-0.44,-0.39,-0.33,-0.03,-0.13,-0.38,-0.32,-0.01,-0.21,-0.29,-0.06,-0.29,0.03,-0.06,-0.08
1961,11.93,-0.38,-0.58,-0.76,-1.12,-0.89,-0.9,0.05,0.02,-0.03,-0.63,-0.79,-1.15,42.77,95.85,-7.96,-35.64,-46.23,-21.51,-0.43,-0.36,-0.05,-0.32,-0.4,-0.37,-0.29,-0.07,0.13,-0.1,-0.5,-0.73,-0.17,-0.04,-0.16,-0.26,-0.23,0.0
1962,14.33,-1.72,-1.06,-0.99,-0.94,-0.67,-0.51,-0.73,-0.73,-0.61,-0.51,-0.33,-0.69,-11.23,28.85,2.34,-21.34,-19.13,-60.41,-0.25,-0.44,-0.31,-0.4,-0.44,-0.44,-0.43,-0.59,-0.4,-0.31,-0.39,-0.68,-0.08,0.11,0.02,-0.14,-0.07,-0.11
1963,-26.77,-1.08,-0.37,-0.5,-0.12,0.27,0.25,0.12,-0.04,0.21,0.6,0.64,0.53,3.07,11.65,16.24,-21.94,-47.73,-27.91,-0.12,-0.22,-0.32,-0.03,0.29,0.52,0.11,-0.2,0.03,0.6,0.69,0.75,0.14,0.35,0.39,0.38,0.41,0.38
1964,24.13,-0.95,-2.06,-1.53,-1.65,-1.33,-0.92,-1.01,-1.37,-1.26,-0.93,-1.36,-0.96,-14.93,36.45,19.74,-7.04,39.47,-32.51,-0.18,-0.27,-0.55,-0.7,-0.88,-1.26,-0.6,-0.78,-0.92,-0.9,-1.06,-1.18,-0.01,-0.29,-0.2,-0.25,-0.25,-0.71
1965,27.53,1.06,1.48,1.21,1.13,1.32,0.47,0.09,0.5,0.67,0.8,1.03,1.03,-26.03,37.25,-41.96,-22.94,-49.73,-59.61,-0.46,-0.09,0.22,0.27,0.51,0.46,-0.16,0.18,0.5,0.76,1.09,1.23,0.03,0.08,-0.23,-0.44,-0.25,-0.06
1966,-81.57,-0.98,-1.19,-1.17,-1.07,-0.82,-0.75,0.01,-0.66,-0.44,-0.31,-0.54,-0.68,-17.63,127.45,55.44,53.56,57.27,30.19,0.34,0.22,0.29,0.35,0.11,0.15,0.49,-0.13,0.16,0.09,-0.22,-0.24,0.01,0.06,0.56,0.23,-0.1,-0.1
1967,-99.87,-0.43,-0.36,-0.74,-0.69,-0.8,-1.36,-0.82,-0.31,-0.05,-0.4,-0.75,-1.17,185.17,-27.35,18.24,-34.44,-50.53,-66.51,-0.1,-0.08,-0.18,-0.16,-0.23,-0.32,-0.81,-0.36,-0.02,-0.17,-0.3,-0.72,-0.27,-0.44,-0.67,-0.67,-0.44,-0.38
1968,-73.57,-1.2,-1.4,-1.03,-0.45,0.0,0.47,-0.77,-0.81,-0.09,0.28,0.2,0.07,-7.63,195.65,21.94,33.86,-11.23,169.59,-0.24,-0.41,0.05,-0.07,0.06,0.05,-0.57,-0.48,0.32,0.38,0.19,0.06,-0.08,-0.08,0.02,0.19,0.16,0.26
1969,-29.27,1.08,1.53,1.17,0.56,0.06,0.2,0.44,0.77,0.51,0.16,0.39,0.54,202.37,90.15,-9.26,18.96,-1.73,-46.91,0.46,0.31,0.16,0.02,0.24,0.47,0.55,0.52,0.31,0.08,0.37,0.54,0.28,0.13,-0.11,-0.2,-0.03,-0.12
1970,-12.27,-0.38,-1.12,-1.41,-1.83,-1.62,-1.25,-0.15,-0.52,-1.05,-1.64,-1.6,-1.14,92.97,-47.15,25.84,-0.23,-10.43,22.99,0.26,0.18,0.06,0.06,-0.32,-0.64,0.24,-0.02,-0.44,-0.78,-1.09,-0.98,-0.35,-0.26,-0.39,-0.16,-0.28,-0.25
1971,71.23,-0.34,-0.73,-1.19,-0.75,-1.08,-1.14,-0.79,-0.78,-0.96,-0.87,-1.05,-0.85,108.67,84.75,40.24,-32.54,-44.63,-32.71,-0.9,-0.86,-0.75,-0.82,-0.86,-1.04,-0.96,-0.74,-0.93,-0.87,-0.82,-0.85,0.02,0.18,0.11,-0.28,-0.24,-0.19
1972,-16.87,0.77,0.86,1.71,2.07,2.42,1.38,0.18,0.41,0.71,1.29,1.65,1.45,30.97,-64.85,19.34,5.06,-7.43,-0.81,0.3,0.4,0.37,0.34,0.24,0.4,0.24,0.49,0.63,0.97,1.19,1.29,-0.04,-0.1,0.03,0.2,0.22,0.2
1973,70.73,-0.3,-0.58,-0.98,-0.91,-1.33,-1.13,-0.45,-0.87,-0.97,-1.33,-1.34,-1.37,-118.53,208.25,-18.76,74.66,55.47,12.89,-0.01,-0.31,-0.49,-0.61,-0.8,-0.99,-0.11,-0.63,-0.81,-1.19,-1.27,-1.49,0.69,0.86,0.69,0.62,0.54,0.72
1974,-86.67,-0.15,0.07,-0.47,-0.36,-0.35,-0.47,-0.54,-0.57,-0.57,-0.36,-0.19,-0.43,214.27,26.15,65.94,-2.64,-26.43,-4.81,-1.0,-0.98,-0.87,-0.77,-0.49,-0.72,-1.01,-1.01,-0.95,-0.71,-0.38,-0.44,0.29,0.42,0.37,0.53,0.38,0.11
1975,-56.07,-0.01,-0.6,-0.96,-0.7,-0.8,-1.29,-0.38,-0.73,-1.08,-0.92,-0.89,-1.17,-78.23,14.65,-8.36,134.56,3.47,-36.81,-0.58,-0.67,-0.91,-1.04,-1.22,-1.6,-0.63,-0.73,-1.11,-1.03,-1.25,-1.45,-0.18,-0.03,0.11,-0.03,-0.06,-0.27
1976,11.93,0.36,0.72,1.25,1.48,0.99,0.93,-0.48,-0.15,0.38,0.47,0.74,0.75,-99.13,-141.45,-44.46,-36.04,-15.73,-43.71,-0.4,-0.43,-0.43,-0.31,-0.12,-0.08,-0.59,-0.45,-0.22,-0.02,0.17,0.34,-0.74,-0.77,-0.66,-0.72,-0.52,-0.35
1977,79.73,-0.11,-0.39,-0.02,-0.18,-0.62,-0.76,-0.34,-0.04,0.08,-0.09,-0.3,0.0,-43.53,8.65,-27.76,-51.24,-10.23,3.79,0.13,0.01,0.11,0.35,0.32,0.48,-0.01,0.16,0.34,0.33,0.12,0.39,-0.1,-0.12,-0.15,-0.19,-0.03,0.0
1978,4.53,-0.5,-0.87,-0.85,-0.71,-0.93,-0.63,-0.63,-0.76,-0.68,-0.61,-0.81,-0.59,-80.83,36.85,-16.86,39.86,-2.73,87.79,-0.31,-0.07,-0.22,-0.3,-0.37,-0.25,-0.44,-0.38,-0.44,-0.41,-0.62,-0.57,-0.72,-0.71,-0.53,-0.13,-0.24,-0.38
1979,142.13,0.21,0.26,0.33,0.07,0.17,0.38,0.36,0.28,0.18,-0.02,0.24,0.71,46.27,51.15,-24.26,-55.74,37.87,9.99,0.05,0.01,-0.02,0.01,-0.05,0.11,0.28,0.09,-0.0,-0.13,0.06,0.45,-0.06,-0.0,0.04,0.09,0.23,0.26
1980,62.23,0.31,0.23,0.0,-0.65,-0.25,-0.22,0.11,0.25,0.38,0.03,-0.08,-0.01,-19.83,-165.65,7.64,-10.84,58.47,-13.41,0.32,0.41,0.34,0.31,0.02,0.03,0.21,0.36,0.45,0.29,-0.05,-0.06,-0.18,-0.11,-0.14,-0.11,-0.01,0.08
1981,-43.47,-0.32,-0.34,-0.18,-0.59,-0.67,-0.31,-0.24,-0.23,-0.13,-0.31,-0.49,-0.1,-54.73,2.85,57.14,14.66,170.67,124.49,-0.26,-0.32,-0.32,-0.37,-0.39,-0.2,-0.23,-0.27,-0.17,-0.39,-0.34,-0.12,-0.59,-0.47,-0.28,-0.28,0.08,0.17
1982,-65.47,-0.33,0.07,0.46,0.62,1.01,1.53,0.32,0.68,0.78,0.61,1.02,1.82,-53.63,28.45,-70.26,-0.84,-41.63,18.69,0.49,0.55,0.61,0.35,0.36,0.5,0.48,0.67,0.74,0.58,0.88,1.54,-0.42,-0.44,-0.51,-0.49,-0.61,-0.34
1983,84.73,3.52,4.01,4.28,3.99,3.1,1.74,1.69,1.89,1.68,1.08,0.94,0.41,-117.83,-60.15,-6.76,65.46,81.47,25.99,0.26,0.34,0.19,0.03,-0.08,-0.33,1.18,1.1,0.74,0.07,-0.03,-0.27,-0.32,-0.52,-0.51,-0.36,-0.12,0.01
1984,12.13,0.19,-0.48,-0.5,-0.17,-0.18,0.15,-0.17,-0.57,-0.8,-0.49,-0.22,-0.21,23.07,40.25,-11.96,24.36,9.67,62.29,-0.56,-0.5,-0.42,-0.32,-0.3,-0.16,-0.35,-0.37,-0.52,-0.22,-0.11,-0.22,0.43,0.19,0.4,0.5,0.73,0.81
1985,50.63,-1.01,-1.24,-0.73,-0.93,-0.87,-0.74,-0.73,-0.66,-0.67,-0.77,-0.68,-0.69,-164.93,114.75,44.74,34.76,9.97,-7.31,-0.65,-0.66,-0.65,-0.26,-0.18,-0.23,-0.8,-0.68,-0.62,-0.38,-0.34,-0.51,0.08,0.17,-0.02,0.22,0.06,-0.01
1986,103.53,-0.51,-0.81,-0.79,-0.33,0.14,0.52,-0.08,-0.33,-0.2,0.05,0.23,0.37,-30.73,-28.05,-3.36,115.26,-51.53,-2.11,-0.12,-0.02,0.08,0.2,0.47,0.54,-0.02,-0.15,-0.02,0.09,0.43,0.68,0.21,0.19,0.35,0.14,0.17,0.27
1987,-64.77,1.49,1.59,1.19,1.3,1.09,1.28,1.1,1.08,1.07,1.3,1.56,1.72,-19.03,-63.85,-77.96,-47.94,23.67,-8.61,0.52,0.55,0.73,0.74,0.8,0.98,1.01,0.81,1.02,1.36,1.63,1.69,-0.03,0.21,0.36,0.45,0.39,0.29
1988,0.43,-0.34,-0.57,-1.09,-1.12,-1.1,-0.9,-0.21,-0.93,-1.56,-1.65,-1.26,-0.88,-55.53,66.05,122.94,13.66,-17.53,37.39,-0.02,-0.35,-0.56,-0.58,-0.29,-0.49,-0.12,-0.83,-1.32,-1.43,-1.06,-0.89,0.52,0.64,0.67,0.41,0.46,0.27
1989,74.53,-0.03,-0.8,-0.75,-0.49,-0.17,-0.45,-0.6,-0.48,-0.05,-0.24,-0.22,-0.13,60.57,323.45,78.34,88.86,-37.33,63.19,-0.63,-0.39,-0.6,-0.47,-0.39,-0.17,-0.86,-0.6,-0.38,-0.32,-0.32,-0.19,0.22,0.26,0.25,0.21,0.35,0.18
1990,-55.07,-0.3,-0.19,-0.18,-0.45,-0.2,-0.48,0.13,0.38,0.22,0.22,0.24,0.27,-73.83,12.95,-16.86,45.46,19.17,-50.41,0.33,0.2,0.22,0.41,0.55,0.51,0.24,0.26,0.13,0.33,0.33,0.34,0.28,-0.13,0.02,-0.16,-0.17,-0.1
1991,-31.67,0.03,-0.03,0.16,0.67,0.55,0.73,0.25,0.51,0.83,0.98,0.76,0.47,32.67,90.55,31.74,105.26,2.27,-34.21,0.58,0.67,0.64,0.76,0.77,0.68,0.48,0.5,0.68,0.91,0.93,0.66,0.24,0.42,0.38,0.0,-0.37,-0.39
1992,-23.67,1.96,2.07,1.09,0.33,0.17,0.42,1.27,1.33,0.84,0.23,0.16,0.1,-91.63,-112.85,-45.16,21.66,47.17,16.79,0.68,0.59,0.49,0.59,0.51,0.36,1.39,1.21,0.92,0.58,0.31,0.17,-0.64,-0.73,-0.86,-0.65,-0.7,-0.59
1993,-11.27,1.18,1.18,1.11,0.84,0.61,0.42,1.03,1.25,0.67,0.4,0.3,0.36,60.07,-134.85,-44.66,-34.04,-5.43,-51.31,0.33,0.33,0.36,0.41,0.42,0.52,0.97,1.08,0.69,0.41,0.24,0.5,0.13,-0.04,-0.09,0.0,0.0,0.41
1994,-19.27,-0.6,-0.47,-0.43,-0.46,-0.54,-0.03,-0.02,0.21,0.17,-0.03,-0.03,0.08,-51.53,-57.45,19.04,-35.64,43.57,-10.61,0.38,0.42,0.51,0.76,0.98,0.81,0.52,0.57,0.49,0.46,0.65,0.44,0.11,0.04,-0.24,-0.31,-0.21,-0.18
1995,-30.07,-0.65,-0.66,-0.43,-0.48,-0.3,-0.15,-0.07,-0.25,-0.09,-0.18,-0.6,-0.78,170.27,-14.15,0.84,8.26,-18.93,-0.81,0.67,0.61,0.4,0.31,0.15,-0.02,0.52,0.21,0.18,0.02,-0.29,-0.58,0.54,0.52,0.58,0.3,-0.11,-0.07
1996,74.93,-1.09,-0.84,-1.27,-0.85,-0.67,-0.34,-0.4,-0.35,-0.4,-0.29,-0.17,-0.27,118.27,-104.15,78.94,-51.74,11.87,40.79,-0.2,-0.13,-0.06,-0.06,0.09,-0.0,-0.13,-0.04,-0.05,-0.08,0.0,-0.19,0.58,0.7,0.81,0.61,0.31,0.1
1997,-50.17,1.08,2.14,2.96,3.51,3.79,3.89,0.13,0.84,1.57,2.06,2.53,2.76,0.57,20.55,-96.66,-68.64,58.37,-32.71,0.85,0.76,0.59,0.8,0.81,0.91,0.36,0.73,1.23,1.57,1.91,2.16,-0.57,-0.61,-0.73,-0.32,-0.13,0.18
1998,-37.57,2.81,2.92,2.37,1.56,1.2,0.62,1.84,1.62,0.66,0.03,-0.3,-0.65,96.97,41.75,61.04,23.36,-11.33,42.39,0.13,0.15,-0.13,-0.24,-0.44,-0.45,1.07,0.84,-0.02,-0.63,-0.97,-0.97,0.47,0.47,0.6,0.8,0.55,0.38
1999,21.23,-0.76,-0.42,-0.55,-0.07,-0.05,-0.79,-0.45,-0.48,-0.64,-0.57,-0.62,-0.82,110.97,213.75,43.14,-43.34,-12.53,25.59,-0.7,-0.55,-0.56,-0.64,-0.58,-0.49,-0.68,-0.74,-0.89,-0.82,-0.94,-0.81,0.38,0.46,0.43,0.59,0.51,0.21
2000,-63.87,-0.0,-0.05,-0.24,-0.21,-0.6,-0.06,0.01,-0.17,-0.39,-0.45,-0.38,-0.25,225.17,-59.05,-57.96,-27.84,86.87,144.89,-0.94,-0.76,-0.51,-0.28,-0.24,-0.18,-0.64,-0.57,-0.52,-0.43,-0.36,-0.35,0.3,0.22,0.14,0.1,0.16,-0.01
2001,-82.97,0.58,-0.2,-0.21,-0.37,-0.61,-0.65,0.14,0.16,0.05,0.01,-0.07,-0.38,-122.03,-0.05,57.94,-38.04,-38.23,14.99,-0.21,-0.05,0.24,0.47,0.51,0.61,-0.19,-0.04,0.07,0.2,0.09,0.02,0.31,0.4,0.3,0.1,0.1,0.08
2002,105.03,0.67,0.88,0.7,0.08,-0.07,0.25,0.27,0.53,0.82,0.67,0.7,0.93,66.47,31.25,52.94,-65.24,-17.73,-13.11,0.68,0.86,0.87,0.95,0.94,0.88,0.32,0.56,0.91,0.91,1.03,1.17,0.24,0.42,0.27,0.42,-0.03,-0.11
2003,-14.17,-0.28,-1.16,-0.79,-0.58,0.12,-0.17,-0.14,-0.47,-0.15,0.37,0.4,0.27,79.87,-12.05,4.54,24.36,65.17,-12.31,0.6,0.29,0.42,0.52,0.54,0.58,0.18,-0.22,0.06,0.39,0.39,0.41,0.35,0.3,0.04,0.35,0.45,0.46
2004,-45.07,0.04,-0.55,-0.41,-0.74,-0.36,0.07,0.29,0.01,0.09,0.3,0.41,0.52,-83.03,191.25,14.04,-9.04,88.17,38.79,0.3,0.39,0.46,0.67,0.83,0.99,0.35,0.34,0.34,0.72,0.91,0.96,-0.33,-0.19,-0.14,0.03,0.18,0.3
2005,-35.87,0.01,0.02,-0.4,-0.18,-0.27,-0.53,0.46,0.59,0.44,0.35,0.36,0.07,94.57,-6.15,-52.66,-16.24,-36.93,-27.31,0.61,0.5,0.42,0.23,0.39,0.46,0.59,0.62,0.37,0.04,0.23,0.21,0.22,-0.13,-0.32,-0.37,-0.03,-0.12
2006,-45.07,-0.74,-0.08,0.02,0.2,0.86,1.08,0.04,0.29,0.28,0.19,0.56,0.96,-58.13,150.45,-19.16,2.96,-36.43,-40.41,-0.04,0.21,0.45,0.54,0.71,0.89,0.02,0.17,0.26,0.24,0.51,0.76,0.24,0.17,0.35,0.25,0.29,0.24
2007,-82.57,-0.52,-0.98,-1.14,-0.61,-0.71,-0.55,-0.17,-0.39,-0.34,-0.47,-0.75,-0.88,32.87,-66.35,-5.96,53.46,80.17,-1.51,0.42,0.29,0.24,0.23,0.11,-0.17,0.05,-0.08,-0.01,-0.18,-0.34,-0.68,0.17,0.21,0.37,0.18,0.11,0.24
2008,14.04,0.27,0.2,0.26,0.96,0.95,0.8,-0.12,0.03,0.06,0.36,0.55,0.45,42.46,31.11,75.94,6.5,20.23,11.5,-0.7,-0.66,-0.64,-0.5,-0.35,-0.3,-0.66,-0.54,-0.39,-0.13,0.01,-0.06,0.57,0.75,0.64,0.61,0.47,0.25
2009,-122.16,0.65,0.63,0.96,1.13,0.83,0.54,0.2,0.57,0.78,0.84,0.94,0.88,-80.84,-118.99,39.04,-48.6,-32.78,-40.3,0.1,0.26,0.47,0.59,0.79,0.95,0.13,0.37,0.56,0.68,0.72,0.81,0.45,0.72,0.53,0.34,0.2,0.16
2010,-31.26,0.62,0.53,0.22,-0.63,-1.09,-1.03,0.63,0.29,-0.23,-0.56,-0.72,-0.87,0.46,-67.89,-7.66,26.9,16.62,-17.9,0.83,0.48,0.09,-0.32,-0.76,-0.95,0.7,0.18,-0.31,-0.66,-0.99,-1.24,0.61,0.55,0.79,0.55,0.44,0.2
2011,135.54,0.03,0.26,0.53,0.23,-0.22,-0.53,0.02,0.0,0.2,0.06,-0.15,-0.39,212.96,-10.59,-5.46,-53.5,26.12,-3.0,-0.2,-0.13,-0.08,-0.07,-0.23,-0.46,-0.36,-0.17,0.01,-0.08,-0.35,-0.61,0.42,0.23,0.14,0.22,0.16,0.21
2012,33.14,0.79,1.19,1.43,0.66,0.62,0.68,0.28,0.33,0.44,0.66,0.65,0.68,-107.34,-65.19,-41.36,9.3,-11.57,45.8,-0.22,-0.11,0.06,0.15,0.35,0.57,-0.25,-0.15,0.04,0.28,0.46,0.68,-0.4,-0.11,-0.02,-0.08,-0.12,-0.01
2013,44.84,-0.79,-0.81,-1.31,-1.22,-0.6,-0.35,0.03,-0.18,-0.44,-0.33,-0.3,-0.14,117.66,5.41,-94.46,93.4,14.83,76.5,-0.05,-0.05,0.07,0.05,0.22,0.26,0.05,0.04,-0.1,-0.08,0.0,0.02,0.28,0.41,0.22,0.18,0.21,0.0
2014,42.74,0.14,0.9,1.36,1.27,1.12,0.84,0.25,0.61,0.66,0.62,0.35,0.47,-47.94,178.31,84.94,-7.6,-5.97,-43.9,0.45,0.41,0.29,0.39,0.57,0.69,0.06,0.22,0.09,0.1,0.11,0.34,0.16,0.41,0.41,0.12,0.2,0.23
2015,-116.86,0.87,1.42,2.17,2.45,1.92,2.33,0.83,1.13,1.42,1.72,2.0,2.23,-137.44,47.81,-50.96,-26.4,-27.48,-28.7,1.15,1.08,1.01,0.92,1.03,1.08,0.93,1.03,1.11,1.32,1.68,1.93,0.29,0.39,0.32,0.02,-0.15,-0.07
