Year,rainfall_08,nino12_02,nino12_03,nino12_04,nino12_05,nino12_06,nino12_07,nino3_02,nino3_03,nino3_04,nino3_05,nino3_06,nino3_07,rainfall_02,rainfall_03,rainfall_04,rainfall_05,rainfall_06,rainfall_07,nino4_02,nino4_03,nino4_04,nino4_05,nino4_06,nino4_07,nino34_02,nino34_03,nino34_04,nino34_05,nino34_06,nino34_07,tsa_02,tsa_03,tsa_04,tsa_05,tsa_06,tsa_07
1960,6.07,-0.46,-0.47,-0.85,-0.74,-1.04,-1.12,-0.3,-0.18,-0.11,-0.27,-0.53,-0.32,-115.28,-82.36,100.27,-103.05,70.04,-0.74,-0.57,-0.44,-0.38,-0.24,-0.37,-0.44,-0.3,-0.24,-0.03,-0.13,-0.38,-0.32,-0.47,-0.17,-0.29,-0.06,-0.29,0.03
1961,-46.23,0.58,-0.37,-0.38,-0.58,-0.76,-1.12,-0.08,-0.24,0.05,0.02,-0.03,-0.63,56.62,-73.66,42.77,95.85,-7.96,-35.64,-0.13,-0.27,-0.43,-0.36,-0.05,-0.32,-0.19,-0.29,-0.29,-0.07,0.13,-0.1,-0.18,-0.1,-0.17,-0.04,-0.16,-0.26
1962,-19.13,-0.59,-1.6,-1.72,-1.06,-0.99,-0.94,-0.29,-0.52,-0.73,-0.73,-0.61,-0.51,123.72,-3.36,-11.23,28.85,2.34,-21.34,-0.38,-0.21,-0.25,-0.44,-0.31,-0.4,-0.42,-0.38,-0.43,-0.59,-0.4,-0.31,-0.22,-0.19,-0.08,0.11,0.02,-0.14
1963,-47.73,-0.4,-0.42,-1.08,-0.37,-0.5,-0.12,-0.51,-0.17,0.12,-0.04,0.21,0.6,-93.48,-71.76,3.07,11.65,16.24,-21.94,-0.38,-0.14,-0.12,-0.22,-0.32,-0.03,-0.39,-0.04,0.11,-0.2,0.03,0.6,-0.05,0.19,0.14,0.35,0.39,0.38
1964,39.47,-0.95,-1.14,-0.95,-2.06,-1.53,-1.65,0.02,-0.36,-1.01,-1.37,-1.26,-0.93,-135.38,114.74,-14.93,36.45,19.74,-7.04,0.23,-0.18,-0.18,-0.27,-0.55,-0.7,0.51,-0.14,-0.6,-0.78,-0.92,-0.9,0.25,0.25,-0.01,-0.29,-0.2,-0.25
1965,-49.73,-0.04,0.1,1.06,1.48,1.21,1.13,-0.38,-0.15,0.09,0.5,0.67,0.8,-27.98,221.24,-26.03,37.25,-41.96,-22.94,-0.35,-0.28,-0.46,-0.09,0.22,0.27,-0.37,-0.21,-0.16,0.18,0.5,0.76,-0.14,0.03,0.03,0.08,-0.23,-0.44
1966,57.27,-0.08,-0.86,-0.98,-1.19,-1.17,-1.07,0.5,0.12,0.01,-0.66,-0.44,-0.31,-97.58,-138.36,-17.63,127.45,55.44,53.56,0.63,0.89,0.34,0.22,0.29,0.35,0.83,0.91,0.49,-0.13,0.16,0.09,-0.34,-0.47,0.01,0.06,0.56,0.23
1967,-50.53,-0.29,-0.88,-0.43,-0.36,-0.74,-0.69,-0.23,-0.66,-0.82,-0.31,-0.05,-0.4,-26.48,123.74,185.17,-27.35,18.24,-34.44,-0.65,-0.32,-0.1,-0.08,-0.18,-0.16,-0.48,-0.68,-0.81,-0.36,-0.02,-0.17,0.24,-0.11,-0.27,-0.44,-0.67,-0.67
1968,-11.23,-0.96,-1.1,-1.2,-1.4,-1.03,-0.45,-1.39,-1.24,-0.77,-0.81,-0.09,0.28,-93.08,321.54,-7.63,195.65,21.94,33.86,-0.27,-0.24,-0.24,-0.41,0.05,-0.07,-1.0,-0.92,-0.57,-0.48,0.32,0.38,-0.3,-0.34,-0.08,-0.08,0.02,0.19
1969,-1.73,-0.24,0.72,1.08,1.53,1.17,0.56,0.47,0.44,0.44,0.77,0.51,0.16,-80.28,75.34,202.37,90.15,-9.26,18.96,1.04,0.68,0.46,0.31,0.16,0.02,1.05,0.68,0.55,0.52,0.31,0.08,0.47,0.3,0.28,0.13,-0.11,-0.2
1970,-10.43,-0.03,-0.67,-0.38,-1.12,-1.41,-1.83,0.24,-0.15,-0.15,-0.52,-1.05,-1.64,50.52,71.64,92.97,-47.15,25.84,-0.23,0.47,0.28,0.26,0.18,0.06,0.06,0.42,0.19,0.24,-0.02,-0.44,-0.78,-0.32,-0.28,-0.35,-0.26,-0.39,-0.16
1971,-44.63,-1.17,-0.96,-0.34,-0.73,-1.19,-0.75,-1.4,-1.09,-0.79,-0.78,-0.96,-0.87,91.92,41.14,108.67,84.75,40.24,-32.54,-1.02,-0.94,-0.9,-0.86,-0.75,-0.82,-1.36,-1.15,-0.96,-0.74,-0.93,-0.87,-0.04,-0.14,0.02,0.18,0.11,-0.28
1972,-7.43,0.69,0.7,0.77,0.86,1.71,2.07,-0.39,-0.15,0.18,0.41,0.71,1.29,106.02,-147.56,30.97,-64.85,19.34,5.06,-0.08,0.04,0.3,0.4,0.37,0.34,-0.37,-0.06,0.24,0.49,0.63,0.97,-0.12,-0.26,-0.04,-0.1,0.03,0.2
1973,55.47,0.41,0.07,-0.3,-0.58,-0.98,-0.91,0.9,0.3,-0.45,-0.87,-0.97,-1.33,-0.98,-19.96,-118.53,208.25,-18.76,74.66,0.67,0.31,-0.01,-0.31,-0.49,-0.61,1.22,0.51,-0.11,-0.63,-0.81,-1.19,0.66,0.51,0.69,0.86,0.69,0.62
1974,-26.43,-0.8,-0.44,-0.15,0.07,-0.47,-0.36,-1.09,-0.79,-0.54,-0.57,-0.57,-0.36,-78.78,-63.76,214.27,26.15,65.94,-2.64,-1.21,-0.93,-1.0,-0.98,-0.87,-0.77,-1.48,-1.25,-1.01,-1.01,-0.95,-0.71,0.08,0.07,0.29,0.42,0.37,0.53
1975,3.47,-0.71,-0.14,-0.01,-0.6,-0.96,-0.7,-0.64,-0.72,-0.38,-0.73,-1.08,-0.92,83.02,84.84,-78.23,14.65,-8.36,134.56,-0.24,-0.44,-0.58,-0.67,-0.91,-1.04,-0.53,-0.81,-0.63,-0.73,-1.11,-1.03,-0.25,-0.23,-0.18,-0.03,0.11,-0.03
1976,-15.73,-0.45,-0.21,0.36,0.72,1.25,1.48,-1.0,-0.54,-0.48,-0.15,0.38,0.47,269.92,146.14,-99.13,-141.45,-44.46,-36.04,-0.86,-0.63,-0.4,-0.43,-0.43,-0.31,-1.13,-0.61,-0.59,-0.45,-0.22,-0.02,-0.46,-0.56,-0.74,-0.77,-0.66,-0.72
1977,-10.23,-0.11,-0.23,-0.11,-0.39,-0.02,-0.18,0.62,0.4,-0.34,-0.04,0.08,-0.09,-13.28,20.84,-43.53,8.65,-27.76,-51.24,0.06,0.04,0.13,0.01,0.11,0.35,0.52,0.37,-0.01,0.16,0.34,0.33,-0.06,-0.08,-0.1,-0.12,-0.15,-0.19
1978,-2.73,-0.12,-0.68,-0.5,-0.87,-0.85,-0.71,0.13,-0.22,-0.63,-0.76,-0.68,-0.61,-72.18,92.84,-80.83,36.85,-16.86,39.86,0.32,0.01,-0.31,-0.07,-0.22,-0.3,0.43,0.0,-0.44,-0.38,-0.44,-0.41,-0.35,-0.53,-0.72,-0.71,-0.53,-0.13
1979,37.87,-0.14,-0.18,0.21,0.26,0.33,0.07,-0.15,0.18,0.36,0.28,0.18,-0.02,-58.68,-25.36,46.27,51.15,-24.26,-55.74,0.14,0.09,0.05,0.01,-0.02,0.01,-0.11,0.22,0.28,0.09,-0.0,-0.13,-0.3,-0.39,-0.06,-0.0,0.04,0.09
1980,58.47,-0.04,0.34,0.31,0.23,0.0,-0.65,0.25,0.03,0.11,0.25,0.38,0.03,-163.38,-49.76,-19.83,-165.65,7.64,-10.84,0.44,0.31,0.32,0.41,0.34,0.31,0.4,0.19,0.21,0.36,0.45,0.29,-0.4,-0.34,-0.18,-0.11,-0.14,-0.11
1981,170.67,-0.73,-0.06,-0.32,-0.34,-0.18,-0.59,-0.61,-0.37,-0.24,-0.23,-0.13,-0.31,-79.48,-24.46,-54.73,2.85,57.14,14.66,-0.11,-0.09,-0.26,-0.32,-0.32,-0.37,-0.42,-0.39,-0.23,-0.27,-0.17,-0.39,-0.53,-0.72,-0.59,-0.47,-0.28,-0.28
1982,-41.63,-0.25,-0.59,-0.33,0.07,0.46,0.62,0.19,0.15,0.32,0.68,0.78,0.61,-73.48,124.04,-53.63,28.45,-70.26,-0.84,0.07,0.26,0.49,0.55,0.61,0.35,-0.01,0.33,0.48,0.67,0.74,0.58,-0.26,-0.29,-0.42,-0.44,-0.51,-0.49
1983,81.47,2.28,2.75,3.52,4.01,4.28,3.99,2.31,1.76,1.69,1.89,1.68,1.08,-168.18,106.94,-117.83,-60.15,-6.76,65.46,0.54,0.4,0.26,0.34,0.19,0.03,1.98,1.53,1.18,1.1,0.74,0.07,0.31,-0.22,-0.32,-0.52,-0.51,-0.36
1984,9.67,-0.44,-0.19,0.19,-0.48,-0.5,-0.17,0.14,0.03,-0.17,-0.57,-0.8,-0.49,65.32,-87.86,23.07,40.25,-11.96,24.36,-0.4,-0.51,-0.56,-0.5,-0.42,-0.32,0.02,-0.21,-0.35,-0.37,-0.52,-0.22,0.59,0.71,0.43,0.19,0.4,0.5
1985,9.97,-0.75,-0.43,-1.01,-1.24,-0.73,-0.93,-0.56,-0.59,-0.73,-0.66,-0.67,-0.77,42.42,-30.36,-164.93,114.75,44.74,34.76,-0.46,-0.6,-0.65,-0.66,-0.65,-0.26,-0.47,-0.54,-0.8,-0.68,-0.62,-0.38,0.46,0.06,0.08,0.17,-0.02,0.22
1986,-51.53,0.13,-0.35,-0.51,-0.81,-0.79,-0.33,-0.3,-0.1,-0.08,-0.33,-0.2,0.05,19.22,-6.86,-30.73,-28.05,-3.36,115.26,-0.04,0.01,-0.12,-0.02,0.08,0.2,-0.45,-0.17,-0.02,-0.15,-0.02,0.09,0.41,0.3,0.21,0.19,0.35,0.14
1987,23.67,1.13,1.7,1.49,1.59,1.19,1.3,1.22,1.24,1.1,1.08,1.07,1.3,13.42,-33.66,-19.03,-63.85,-77.96,-47.94,0.65,0.67,0.52,0.55,0.73,0.74,1.27,1.28,1.01,0.81,1.02,1.36,0.02,0.08,-0.03,0.21,0.36,0.45
1988,-17.53,-0.05,-0.39,-0.34,-0.57,-1.09,-1.12,0.28,0.15,-0.21,-0.93,-1.56,-1.65,270.32,-45.66,-55.53,66.05,122.94,13.66,0.61,0.33,-0.02,-0.35,-0.56,-0.58,0.41,0.21,-0.12,-0.83,-1.32,-1.43,0.6,0.69,0.52,0.64,0.67,0.41
1989,-37.33,0.1,0.06,-0.03,-0.8,-0.75,-0.49,-0.74,-0.78,-0.6,-0.48,-0.05,-0.24,141.32,-59.06,60.57,323.45,78.34,88.86,-1.17,-0.83,-0.63,-0.39,-0.6,-0.47,-1.27,-0.99,-0.86,-0.6,-0.38,-0.32,0.17,0.27,0.22,0.26,0.25,0.21
1990,19.17,0.32,0.02,-0.3,-0.19,-0.18,-0.45,0.2,-0.11,0.13,0.38,0.22,0.22,-85.68,-12.06,-73.83,12.95,-16.86,45.46,0.53,0.5,0.33,0.2,0.22,0.41,0.3,0.18,0.24,0.26,0.13,0.33,0.07,0.24,0.28,-0.13,0.02,-0.16
1991,2.27,0.09,0.19,0.03,-0.03,0.16,0.67,0.12,0.02,0.25,0.51,0.83,0.98,-51.88,-2.06,32.67,90.55,31.74,105.26,0.67,0.54,0.58,0.67,0.64,0.76,0.48,0.25,0.48,0.5,0.68,0.91,-0.0,0.06,0.24,0.42,0.38,0.0
1992,47.17,0.99,1.36,1.96,2.07,1.09,0.33,1.25,1.07,1.27,1.33,0.84,0.23,-12.98,36.54,-91.63,-112.85,-45.16,21.66,0.95,0.77,0.68,0.59,0.49,0.59,1.82,1.46,1.39,1.21,0.92,0.58,-0.32,-0.48,-0.64,-0.73,-0.86,-0.65
1993,-5.43,0.54,0.63,1.18,1.18,1.11,0.84,0.55,0.55,1.03,1.25,0.67,0.4,341.72,-81.96,60.07,-134.85,-44.66,-34.04,0.35,0.31,0.33,0.33,0.36,0.41,0.54,0.59,0.97,1.08,0.69,0.41,-0.19,-0.17,0.13,-0.04,-0.09,0.0
1994,43.57,0.05,-0.42,-0.6,-0.47,-0.43,-0.46,0.14,-0.11,-0.02,0.21,0.17,-0.03,123.82,-51.76,-51.53,-57.45,19.04,-35.64,0.17,0.34,0.38,0.42,0.51,0.76,0.3,0.3,0.52,0.57,0.49,0.46,0.06,0.16,0.11,0.04,-0.24,-0.31
1995,-18.93,0.34,-0.05,-0.65,-0.66,-0.43,-0.48,0.6,0.14,-0.07,-0.25,-0.09,-0.18,-143.68,-9.86,170.27,-14.15,0.84,8.26,0.95,0.89,0.67,0.61,0.4,0.31,0.88,0.61,0.52,0.21,0.18,0.02,0.55,0.66,0.54,0.52,0.58,0.3
1996,11.87,-0.11,0.07,-1.09,-0.84,-1.27,-0.85,-0.47,-0.23,-0.4,-0.35,-0.4,-0.29,-18.08,26.84,118.27,-104.15,78.94,-51.74,-0.26,-0.14,-0.2,-0.13,-0.06,-0.06,-0.63,-0.43,-0.13,-0.04,-0.05,-0.08,0.37,0.39,0.58,0.7,0.81,0.61
1997,58.37,0.28,0.82,1.08,2.14,2.96,3.51,-0.49,-0.18,0.13,0.84,1.57,2.06,68.82,223.64,0.57,20.55,-96.66,-68.64,0.38,0.46,0.85,0.76,0.59,0.8,-0.21,-0.16,0.36,0.73,1.23,1.57,-0.4,-0.55,-0.57,-0.61,-0.73,-0.32
1998,-11.33,2.95,2.87,2.81,2.92,2.37,1.56,2.5,2.06,1.84,1.62,0.66,0.03,-103.98,-100.46,96.97,41.75,61.04,23.36,0.79,0.47,0.13,0.15,-0.13,-0.24,2.07,1.49,1.07,0.84,-0.02,-0.63,0.68,0.61,0.47,0.47,0.6,0.8
1999,-12.53,-0.17,-0.07,-0.76,-0.42,-0.55,-0.07,-0.51,-0.21,-0.45,-0.48,-0.64,-0.57,-14.88,-78.06,110.97,213.75,43.14,-43.34,-1.21,-0.88,-0.7,-0.55,-0.56,-0.64,-1.06,-0.68,-0.68,-0.74,-0.89,-0.82,-0.01,0.25,0.38,0.46,0.43,0.59
2000,86.87,-0.41,-0.42,-0.0,-0.05,-0.24,-0.21,-0.81,-0.28,0.01,-0.17,-0.39,-0.45,68.72,29.44,225.17,-59.05,-57.96,-27.84,-1.09,-1.1,-0.94,-0.76,-0.51,-0.28,-1.28,-0.84,-0.64,-0.57,-0.52,-0.43,0.33,0.32,0.3,0.22,0.14,0.1
2001,-38.23,-0.16,0.48,0.58,-0.2,-0.21,-0.37,-0.01,0.23,0.14,0.16,0.05,0.01,-56.18,-94.46,-122.03,-0.05,57.94,-38.04,-0.55,-0.36,-0.21,-0.05,0.24,0.47,-0.39,-0.23,-0.19,-0.04,0.07,0.2,0.11,0.21,0.31,0.4,0.3,0.1
2002,-17.73,0.47,0.9,0.67,0.88,0.7,0.08,-0.13,0.26,0.27,0.53,0.82,0.67,-35.78,-115.96,66.47,31.25,52.94,-65.24,0.63,0.52,0.68,0.86,0.87,0.95,0.15,0.21,0.32,0.56,0.91,0.91,-0.12,0.21,0.24,0.42,0.27,0.42
2003,65.17,0.13,0.36,-0.28,-1.16,-0.79,-0.58,0.63,0.41,-0.14,-0.47,-0.15,0.37,65.22,-102.06,79.87,-12.05,4.54,24.36,0.82,0.78,0.6,0.29,0.42,0.52,0.85,0.6,0.18,-0.22,0.06,0.39,0.51,0.55,0.35,0.3,0.04,0.35
2004,88.17,0.51,-0.37,0.04,-0.55,-0.41,-0.74,0.52,0.36,0.29,0.01,0.09,0.3,-125.08,112.94,-83.03,191.25,14.04,-9.04,0.59,0.39,0.3,0.39,0.46,0.67,0.36,0.26,0.35,0.34,0.34,0.72,0.16,-0.09,-0.33,-0.19,-0.14,0.03
2005,-36.93,-0.39,-0.53,0.01,0.02,-0.4,-0.18,0.25,0.35,0.46,0.59,0.44,0.35,55.82,22.74,94.57,-6.15,-52.66,-16.24,0.88,0.82,0.61,0.5,0.42,0.23,0.63,0.7,0.59,0.62,0.37,0.04,0.43,0.53,0.22,-0.13,-0.32,-0.37
2006,-36.43,0.52,0.18,-0.74,-0.08,0.02,0.2,0.06,-0.03,0.04,0.29,0.28,0.19,70.72,-45.96,-58.13,150.45,-19.16,2.96,-0.42,-0.29,-0.04,0.21,0.45,0.54,-0.38,-0.36,0.02,0.17,0.26,0.24,0.17,0.33,0.24,0.17,0.35,0.25
2007,80.17,0.5,0.07,-0.52,-0.98,-1.14,-0.61,0.34,-0.02,-0.17,-0.39,-0.34,-0.47,-137.98,24.74,32.87,-66.35,-5.96,53.46,0.7,0.63,0.42,0.29,0.24,0.23,0.39,0.18,0.05,-0.08,-0.01,-0.18,0.15,-0.04,0.17,0.21,0.37,0.18
2008,20.23,0.57,0.62,0.27,0.2,0.26,0.96,-0.81,-0.4,-0.12,0.03,0.06,0.36,-37.79,187.83,42.46,31.11,75.94,6.5,-1.13,-0.88,-0.7,-0.66,-0.64,-0.5,-1.29,-0.92,-0.66,-0.54,-0.39,-0.13,0.3,0.52,0.57,0.75,0.64,0.61
2009,-32.78,-0.04,-0.15,0.65,0.63,0.96,1.13,-0.15,-0.19,0.2,0.57,0.78,0.84,121.31,-132.67,-80.84,-118.99,39.04,-48.6,-0.44,-0.2,0.1,0.26,0.47,0.59,-0.52,-0.23,0.13,0.37,0.56,0.68,0.29,0.46,0.45,0.72,0.53,0.34
2010,16.62,0.47,0.45,0.62,0.53,0.22,-0.63,1.0,0.78,0.63,0.29,-0.23,-0.56,15.91,-158.77,0.46,-67.89,-7.66,26.9,1.0,0.96,0.83,0.48,0.09,-0.32,1.3,1.05,0.7,0.18,-0.31,-0.66,0.62,0.81,0.61,0.55,0.79,0.55
2011,26.12,0.41,-0.32,0.03,0.26,0.53,0.23,-0.46,-0.38,0.02,0.0,0.2,0.06,156.71,-41.87,212.96,-10.59,-5.46,-53.5,-0.53,-0.24,-0.2,-0.13,-0.08,-0.07,-0.88,-0.6,-0.36,-0.17,0.01,-0.08,0.53,0.64,0.42,0.23,0.14,0.22
2012,-11.57,0.44,0.41,0.79,1.19,1.43,0.66,0.09,0.2,0.28,0.33,0.44,0.66,-47.89,-87.77,-107.34,-65.19,-41.36,9.3,-0.41,-0.33,-0.22,-0.11,0.06,0.15,-0.42,-0.27,-0.25,-0.15,0.04,0.28,-0.57,-0.16,-0.4,-0.11,-0.02,-0.08
2013,14.83,0.06,-0.18,-0.79,-0.81,-1.31,-1.22,-0.29,-0.01,0.03,-0.18,-0.44,-0.33,5.51,62.23,117.66,5.41,-94.46,93.4,0.04,-0.22,-0.05,-0.05,0.07,0.05,-0.31,-0.23,0.05,0.04,-0.1,-0.08,0.19,0.18,0.28,0.41,0.22,0.18
2014,-5.97,-0.14,0.01,0.14,0.9,1.36,1.27,-0.34,0.0,0.25,0.61,0.66,0.62,-91.19,162.53,-47.94,178.31,84.94,-7.6,0.16,0.26,0.45,0.41,0.29,0.39,-0.54,-0.3,0.06,0.22,0.09,0.1,0.16,0.14,0.16,0.41,0.41,0.12
2015,-27.48,-0.04,0.44,0.87,1.42,2.17,2.45,0.35,0.42,0.83,1.13,1.42,1.72,-122.59,8.53,-137.44,47.81,-50.96,-26.4,0.92,0.98,1.15,1.08,1.01,0.92,0.53,0.58,0.93,1.03,1.11,1.32,0.36,0.15,0.29,0.39,0.32,0.02
