Year,rainfall_04,rainfall_01,rainfall_02,rainfall_03,rainfall_10,rainfall_11,rainfall_12,nino12_01,nino12_02,nino12_03,nino12_10,nino12_11,nino12_12,nino3_01,nino3_02,nino3_03,nino3_10,nino3_11,nino3_12,nino34_01,nino34_02,nino34_03,nino34_10,nino34_11,nino34_12,nino4_01,nino4_02,nino4_03,nino4_10,nino4_11,nino4_12,tsa_01,tsa_02,tsa_03,tsa_10,tsa_11,tsa_12
1950,-0.35,0.45,-0.42,1.16,0.35,-0.67,1.37,-1.33,-2.2,-1.26,-0.77,-1.37,-0.94,-1.83,-1.76,-1.0,-0.53,-0.78,-0.75,-1.61,-1.73,-1.72,-0.85,-0.92,-1.1,-1.41,-1.89,-2.31,-1.61,-1.51,-1.44,0.02,0.23,0.08,-1.78,-1.42,-2.42
1951,1.02,-0.11,-1.14,-0.11,0.19,-0.49,-0.22,-0.26,-1.19,-0.93,0.91,0.73,0.16,-0.65,-0.71,-0.09,0.83,0.91,0.6,-1.12,-1.11,-0.26,0.47,0.45,0.28,-1.11,-1.37,-0.6,-0.09,0.18,0.13,-2.92,-2.07,-2.4,-0.04,-0.3,-0.11
1952,1.39,0.68,1.26,0.08,-0.62,-0.05,1.8,-0.01,0.11,0.01,-0.19,-0.48,-0.06,0.41,0.23,0.36,-0.35,-0.64,-0.33,0.24,0.19,0.27,-0.12,-0.25,-0.03,0.28,0.08,-0.06,-0.56,-0.21,-0.11,-0.03,-0.21,-0.42,-0.37,-0.07,-0.46
1953,-1.22,-0.75,1.28,-0.44,0.3,-0.08,-0.58,-0.14,0.52,1.08,0.16,0.1,-0.34,0.23,0.62,0.77,0.32,0.16,0.24,0.43,0.65,0.7,0.5,0.32,0.44,0.07,-0.07,-0.15,0.22,0.25,0.51,-0.62,-0.86,-0.19,-0.04,-0.6,-1.14
1954,-0.86,0.32,-0.11,-0.07,-0.3,0.88,-0.51,-2.03,-1.13,-1.34,-1.59,-1.2,-1.35,0.06,0.04,-0.48,-1.22,-0.94,-1.08,0.47,0.49,-0.23,-1.03,-0.7,-0.84,0.45,0.36,-0.26,-1.54,-0.94,-0.96,-1.39,-1.53,-1.52,-0.56,-0.42,-0.69
1955,-0.53,-0.13,0.72,0.0,0.07,0.12,0.71,-0.74,-1.43,-1.42,-1.45,-1.51,-1.35,-0.65,-0.75,-1.25,-2.15,-1.94,-1.69,-0.64,-0.94,-1.22,-2.07,-2.06,-1.68,-0.7,-0.99,-1.04,-1.75,-2.16,-1.6,-1.36,-1.8,-1.35,-0.99,-0.66,-1.54
1956,-0.46,-0.41,-0.59,-0.74,0.85,0.13,-0.19,-1.05,-0.96,-0.43,-1.13,-0.88,-1.29,-0.79,-0.55,-0.52,-0.87,-0.95,-0.92,-0.83,-0.7,-0.88,-0.83,-0.83,-0.65,-1.61,-1.54,-1.47,-1.07,-0.7,-0.45,-1.59,-2.05,-1.65,-1.48,-1.33,-1.34
1957,0.06,1.45,-0.78,-0.56,0.41,-1.02,-0.8,-1.95,0.03,1.15,0.93,0.85,0.69,-0.68,-0.3,0.53,0.77,1.09,1.25,-0.43,-0.21,0.38,0.75,1.04,1.18,-0.23,-0.12,-0.11,0.68,0.65,0.75,-1.23,-0.48,-0.39,-1.29,-0.83,-0.51
1958,0.3,0.96,-0.92,-0.89,-0.39,-0.36,0.66,0.25,0.84,0.97,0.21,-0.05,-0.21,1.41,1.44,1.05,-0.13,0.12,-0.19,1.71,1.85,1.59,0.12,0.37,0.23,1.36,1.72,1.67,0.42,0.34,0.59,-0.92,-0.88,-1.65,-1.63,-1.21,-0.16
1959,-1.37,-0.81,-0.53,-0.65,-1.65,0.43,-1.56,-0.7,-0.17,0.62,-0.05,0.28,-0.12,0.02,0.02,-0.25,-0.34,-0.42,-0.36,0.53,0.62,0.38,-0.38,-0.43,-0.28,0.64,0.51,0.31,-0.24,-0.49,-0.43,-0.09,-0.04,0.49,-0.53,-0.71,-0.69
